ID,TARGET
160078,0.29
160079,0.17
160080,0.22
160081,0.07
160082,0.2
160083,0.26
160084,0.49
160085,0.19
160086,0.21
160087,0.3
160088,0.14
160089,0.18
160090,0.21
160091,0.02
160092,0.08
160093,0.16
160094,0.2
160095,0.22
160096,0.25
160097,0.17
160098,0.17
160099,0.04
160100,0.67
160101,0.47
160102,0.09
160103,0.09
160104,0.05
160105,0.11
160106,0.02
160107,0.21
160108,0.05
160109,0.23
160110,0.37
160111,0.27
160112,0.08
160113,0.27
160114,0.15
160115,0.08
160116,0.2
160117,0.12
160118,0.1
160119,0.1
160120,0.22
160121,0.1
160122,0.14
160123,0.06
160124,0.3
160125,0.33
160126,0.06
160127,0.34
160128,0.04
160129,0.26
160130,0.12
160131,0.42
160132,0.03
160133,0.08
160134,0.08
160135,0.24
160136,0.19
160137,0.14
160138,0.08
160139,0.08
160140,0.05
160141,0.12
160142,0.09
160143,0.1
160144,0.34
160145,0.47
160146,0.23
160147,0.12
160148,0.09
160149,0.06
160150,0.11
160151,0.13
160152,0.1
160153,0.1
160154,0.16
160155,0.06
160156,0.04
160157,0.19
160158,0.06
160159,0.25
160160,0.02
160161,0.02
160162,0.11
160163,0.18
160164,0.21
160165,0.06
160166,0.07
160167,0.2
160168,0.38
160169,0.36
160170,0.09
160171,0.07
160172,0.06
160173,0.06
160174,0.05
160175,0.08
160176,0.3
160177,0.16
160178,0.16
160179,0.12
160180,0.15
160181,0.03
160182,0.17
160183,0.23
160184,0.12
160185,0.17
160186,0.01
160187,0.17
160188,0.11
160189,0.15
160190,0.05
160191,0.24
160192,0.04
160193,0.02
160194,0.1
160195,0.17
160196,0.05
160197,0.23
160198,0.15
160199,0.09
160200,0.14
160201,0.24
160202,0.06
160203,0.03
160204,0.09
160205,0.62
160206,0.12
160207,0.3
160208,0.13
160209,0.03
160210,0.13
160211,0.14
160212,0.09
160213,0.26
160214,0.18
160215,0.39
160216,0.22
160217,0.04
160218,0.02
160219,0.14
160220,0.14
160221,0.14
160222,0.18
160223,0.04
160224,0.24
160225,0.11
160226,0.12
160227,0.12
160228,0.1
160229,0.1
160230,0.07
160231,0.08
160232,0.14
160233,0.16
160234,0.19
160235,0.07
160236,0.05
160237,0.28
160238,0.08
160239,0.24
160240,0.37
160241,0.26
160242,0.1
160243,0.0
160244,0.17
160245,0.04
160246,0.26
160247,0.3
160248,0.23
160249,0.16
160250,0.25
160251,0.12
160252,0.08
160253,0.06
160254,0.05
160255,0.07
160256,0.42
160257,0.38
160258,0.37
160259,0.18
160260,0.3
160261,0.16
160262,0.11
160263,0.03
160264,0.28
160265,0.1
160266,0.29
160267,0.09
160268,0.02
160269,0.13
160270,0.1
160271,0.25
160272,0.08
160273,0.15
160274,0.42
160275,0.24
160276,0.14
160277,0.01
160278,0.03
160279,0.27
160280,0.09
160281,0.04
160282,0.09
160283,0.06
160284,0.09
160285,0.08
160286,0.04
160287,0.11
160288,0.17
160289,0.07
160290,0.12
160291,0.12
160292,0.3
160293,0.25
160294,0.19
160295,0.15
160296,0.04
160297,0.18
160298,0.07
160299,0.1
160300,0.15
160301,0.07
160302,0.36
160303,0.12
160304,0.15
160305,0.14
160306,0.27
160307,0.12
160308,0.31
160309,0.27
160310,0.26
160311,0.14
160312,0.28
160313,0.28
160314,0.47
160315,0.06
160316,0.17
160317,0.18
160318,0.13
160319,0.13
160320,0.17
160321,0.11
160322,0.2
160323,0.06
160324,0.12
160325,0.2
160326,0.19
160327,0.22
160328,0.03
160329,0.24
160330,0.1
160331,0.08
160332,0.23
160333,0.2
160334,0.02
160335,0.16
160336,0.08
160337,0.13
160338,0.12
160339,0.67
160340,0.22
160341,0.07
160342,0.24
160343,0.07
160344,0.27
160345,0.06
160346,0.26
160347,0.04
160348,0.07
160349,0.21
160350,0.09
160351,0.12
160352,0.09
160353,0.43
160354,0.04
160355,0.07
160356,0.01
160357,0.14
160358,0.11
160359,0.01
160360,0.17
160361,0.12
160362,0.35
160363,0.17
160364,0.14
160365,0.0
160366,0.21
160367,0.12
160368,0.12
160369,0.04
160370,0.12
160371,0.2
160372,0.13
160373,0.07
160374,0.18
160375,0.26
160376,0.12
160377,0.17
160378,0.2
160379,0.06
160380,0.2
160381,0.04
160382,0.22
160383,0.18
160384,0.13
160385,0.08
160386,0.41
160387,0.27
160388,0.11
160389,0.05
160390,0.23
160391,0.06
160392,0.23
160393,0.1
160394,0.05
160395,0.1
160396,0.13
160397,0.08
160398,0.05
160399,0.14
160400,0.38
160401,0.23
160402,0.21
160403,0.07
160404,0.21
160405,0.02
160406,0.33
160407,0.21
160408,0.05
160409,0.08
160410,0.24
160411,0.09
160412,0.07
160413,0.07
160414,0.19
160415,0.21
160416,0.15
160417,0.09
160418,0.06
160419,0.16
160420,0.12
160421,0.14
160422,0.31
160423,0.05
160424,0.31
160425,0.4
160426,0.03
160427,0.07
160428,0.09
160429,0.09
160430,0.14
160431,0.52
160432,0.14
160433,0.07
160434,0.25
160435,0.33
160436,0.12
160437,0.2
160438,0.15
160439,0.18
160440,0.08
160441,0.77
160442,0.02
160443,0.23
160444,0.41
160445,0.28
160446,0.13
160447,0.3
160448,0.6
160449,0.04
160450,0.2
160451,0.1
160452,0.14
160453,0.08
160454,0.24
160455,0.03
160456,0.15
160457,0.44
160458,0.23
160459,0.14
160460,0.06
160461,0.08
160462,0.12
160463,0.49
160464,0.1
160465,0.09
160466,0.06
160467,0.3
160468,0.09
160469,0.3
160470,0.08
160471,0.02
160472,0.05
160473,0.42
160474,0.07
160475,0.07
160476,0.12
160477,0.37
160478,0.09
160479,0.06
160480,0.18
160481,0.07
160482,0.04
160483,0.29
160484,0.02
160485,0.22
160486,0.1
160487,0.14
160488,0.36
160489,0.16
160490,0.05
160491,0.1
160492,0.41
160493,0.09
160494,0.03
160495,0.07
160496,0.3
160497,0.11
160498,0.18
160499,0.25
160500,0.14
160501,0.17
160502,0.28
160503,0.15
160504,0.08
160505,0.16
160506,0.05
160507,0.15
160508,0.1
160509,0.08
160510,0.23
160511,0.24
160512,0.12
160513,0.2
160514,0.5
160515,0.38
160516,0.16
160517,0.13
160518,0.5
160519,0.04
160520,0.15
160521,0.35
160522,0.09
160523,0.04
160524,0.09
160525,0.14
160526,0.12
160527,0.04
160528,0.46
160529,0.06
160530,0.37
160531,0.26
160532,0.23
160533,0.07
160534,0.06
160535,0.08
160536,0.23
160537,0.05
160538,0.13
160539,0.06
160540,0.1
160541,0.09
160542,0.24
160543,0.13
160544,0.07
160545,0.13
160546,0.05
160547,0.19
160548,0.17
160549,0.34
160550,0.11
160551,0.1
160552,0.14
160553,0.23
160554,0.32
160555,0.02
160556,0.07
160557,0.17
160558,0.13
160559,0.57
160560,0.11
160561,0.02
160562,0.46
160563,0.04
160564,0.12
160565,0.19
160566,0.05
160567,0.32
160568,0.08
160569,0.22
160570,0.19
160571,0.12
160572,0.02
160573,0.03
160574,0.08
160575,0.38
160576,0.02
160577,0.14
160578,0.07
160579,0.1
160580,0.15
160581,0.56
160582,0.03
160583,0.12
160584,0.04
160585,0.07
160586,0.05
160587,0.05
160588,0.51
160589,0.08
160590,0.16
160591,0.45
160592,0.24
160593,0.12
160594,0.1
160595,0.06
160596,0.05
160597,0.11
160598,0.31
160599,0.01
160600,0.4
160601,0.32
160602,0.28
160603,0.06
160604,0.07
160605,0.1
160606,0.24
160607,0.1
160608,0.14
160609,0.18
160610,0.17
160611,0.34
160612,0.07
160613,0.2
160614,0.04
160615,0.05
160616,0.26
160617,0.19
160618,0.04
160619,0.12
160620,0.08
160621,0.31
160622,0.52
160623,0.1
160624,0.2
160625,0.07
160626,0.1
160627,0.34
160628,0.17
160629,0.05
160630,0.01
160631,0.14
160632,0.05
160633,0.13
160634,0.49
160635,0.06
160636,0.16
160637,0.21
160638,0.04
160639,0.05
160640,0.13
160641,0.15
160642,0.21
160643,0.11
160644,0.07
160645,0.15
160646,0.15
160647,0.07
160648,0.34
160649,0.12
160650,0.43
160651,0.07
160652,0.46
160653,0.3
160654,0.03
160655,0.23
160656,0.23
160657,0.08
160658,0.12
160659,0.46
160660,0.12
160661,0.34
160662,0.12
160663,0.06
160664,0.11
160665,0.08
160666,0.15
160667,0.06
160668,0.21
160669,0.22
160670,0.09
160671,0.14
160672,0.08
160673,0.09
160674,0.16
160675,0.62
160676,0.03
160677,0.36
160678,0.01
160679,0.11
160680,0.07
160681,0.3
160682,0.01
160683,0.07
160684,0.2
160685,0.25
160686,0.25
160687,0.27
160688,0.17
160689,0.09
160690,0.06
160691,0.14
160692,0.1
160693,0.19
160694,0.04
160695,0.31
160696,0.35
160697,0.15
160698,0.02
160699,0.46
160700,0.33
160701,0.06
160702,0.17
160703,0.24
160704,0.23
160705,0.13
160706,0.12
160707,0.05
160708,0.22
160709,0.13
160710,0.09
160711,0.19
160712,0.04
160713,0.08
160714,0.08
160715,0.01
160716,0.12
160717,0.25
160718,0.33
160719,0.1
160720,0.08
160721,0.08
160722,0.37
160723,0.06
160724,0.19
160725,0.11
160726,0.1
160727,0.3
160728,0.53
160729,0.27
160730,0.31
160731,0.05
160732,0.08
160733,0.06
160734,0.06
160735,0.08
160736,0.15
160737,0.32
160738,0.17
160739,0.01
160740,0.32
160741,0.24
160742,0.12
160743,0.08
160744,0.08
160745,0.33
160746,0.27
160747,0.17
160748,0.21
160749,0.05
160750,0.08
160751,0.56
160752,0.33
160753,0.18
160754,0.11
160755,0.06
160756,0.4
160757,0.25
160758,0.29
160759,0.19
160760,0.44
160761,0.01
160762,0.01
160763,0.36
160764,0.13
160765,0.15
160766,0.24
160767,0.22
160768,0.09
160769,0.19
160770,0.13
160771,0.08
160772,0.5
160773,0.06
160774,0.22
160775,0.14
160776,0.08
160777,0.31
160778,0.12
160779,0.02
160780,0.21
160781,0.06
160782,0.05
160783,0.06
160784,0.11
160785,0.18
160786,0.19
160787,0.16
160788,0.02
160789,0.17
160790,0.13
160791,0.54
160792,0.22
160793,0.18
160794,0.23
160795,0.16
160796,0.03
160797,0.05
160798,0.01
160799,0.06
160800,0.09
160801,0.2
160802,0.16
160803,0.11
160804,0.33
160805,0.06
160806,0.14
160807,0.11
160808,0.2
160809,0.18
160810,0.04
160811,0.15
160812,0.09
160813,0.16
160814,0.2
160815,0.14
160816,0.03
160817,0.36
160818,0.28
160819,0.07
160820,0.13
160821,0.25
160822,0.05
160823,0.17
160824,0.07
160825,0.13
160826,0.03
160827,0.08
160828,0.05
160829,0.13
160830,0.21
160831,0.14
160832,0.06
160833,0.15
160834,0.36
160835,0.07
160836,0.34
160837,0.05
160838,0.13
160839,0.12
160840,0.29
160841,0.09
160842,0.22
160843,0.14
160844,0.11
160845,0.13
160846,0.07
160847,0.15
160848,0.26
160849,0.06
160850,0.07
160851,0.03
160852,0.15
160853,0.22
160854,0.05
160855,0.07
160856,0.18
160857,0.05
160858,0.07
160859,0.5
160860,0.02
160861,0.17
160862,0.15
160863,0.06
160864,0.03
160865,0.17
160866,0.31
160867,0.29
160868,0.05
160869,0.11
160870,0.29
160871,0.53
160872,0.04
160873,0.02
160874,0.23
160875,0.06
160876,0.25
160877,0.12
160878,0.13
160879,0.35
160880,0.03
160881,0.07
160882,0.01
160883,0.05
160884,0.07
160885,0.41
160886,0.22
160887,0.09
160888,0.05
160889,0.34
160890,0.04
160891,0.26
160892,0.33
160893,0.12
160894,0.08
160895,0.1
160896,0.17
160897,0.07
160898,0.15
160899,0.08
160900,0.41
160901,0.14
160902,0.07
160903,0.03
160904,0.06
160905,0.07
160906,0.2
160907,0.04
160908,0.32
160909,0.23
160910,0.24
160911,0.16
160912,0.11
160913,0.14
160914,0.11
160915,0.05
160916,0.07
160917,0.25
160918,0.03
160919,0.12
160920,0.07
160921,0.05
160922,0.32
160923,0.02
160924,0.18
160925,0.23
160926,0.38
160927,0.04
160928,0.13
160929,0.4
160930,0.18
160931,0.06
160932,0.16
160933,0.15
160934,0.2
160935,0.01
160936,0.16
160937,0.11
160938,0.33
160939,0.22
160940,0.21
160941,0.12
160942,0.19
160943,0.02
160944,0.12
160945,0.24
160946,0.46
160947,0.24
160948,0.27
160949,0.12
160950,0.04
160951,0.25
160952,0.27
160953,0.18
160954,0.17
160955,0.1
160956,0.21
160957,0.18
160958,0.09
160959,0.3
160960,0.33
160961,0.19
160962,0.06
160963,0.15
160964,0.24
160965,0.07
160966,0.01
160967,0.27
160968,0.09
160969,0.14
160970,0.04
160971,0.3
160972,0.18
160973,0.18
160974,0.18
160975,0.27
160976,0.11
160977,0.57
160978,0.15
160979,0.23
160980,0.18
160981,0.21
160982,0.06
160983,0.04
160984,0.09
160985,0.11
160986,0.26
160987,0.13
160988,0.04
160989,0.26
160990,0.49
160991,0.22
160992,0.36
160993,0.12
160994,0.01
160995,0.04
160996,0.09
160997,0.18
160998,0.13
160999,0.4
161000,0.1
161001,0.31
161002,0.19
161003,0.17
161004,0.12
161005,0.3
161006,0.12
161007,0.18
161008,0.14
161009,0.18
161010,0.02
161011,0.42
161012,0.12
161013,0.67
161014,0.23
161015,0.42
161016,0.09
161017,0.1
161018,0.25
161019,0.16
161020,0.13
161021,0.16
161022,0.19
161023,0.16
161024,0.28
161025,0.22
161026,0.09
161027,0.04
161028,0.18
161029,0.08
161030,0.07
161031,0.32
161032,0.24
161033,0.04
161034,0.09
161035,0.03
161036,0.11
161037,0.15
161038,0.19
161039,0.04
161040,0.21
161041,0.37
161042,0.13
161043,0.68
161044,0.25
161045,0.12
161046,0.18
161047,0.05
161048,0.16
161049,0.39
161050,0.26
161051,0.09
161052,0.01
161053,0.15
161054,0.04
161055,0.18
161056,0.09
161057,0.19
161058,0.2
161059,0.03
161060,0.04
161061,0.13
161062,0.12
161063,0.25
161064,0.2
161065,0.18
161066,0.51
161067,0.11
161068,0.17
161069,0.05
161070,0.12
161071,0.22
161072,0.25
161073,0.21
161074,0.44
161075,0.13
161076,0.13
161077,0.03
161078,0.05
161079,0.02
161080,0.4
161081,0.14
161082,0.27
161083,0.03
161084,0.18
161085,0.14
161086,0.19
161087,0.25
161088,0.1
161089,0.11
161090,0.19
161091,0.01
161092,0.21
161093,0.12
161094,0.12
161095,0.58
161096,0.06
161097,0.16
161098,0.52
161099,0.1
161100,0.21
161101,0.05
161102,0.11
161103,0.16
161104,0.05
161105,0.39
161106,0.09
161107,0.41
161108,0.18
161109,0.08
161110,0.2
161111,0.38
161112,0.24
161113,0.23
161114,0.24
161115,0.05
161116,0.02
161117,0.05
161118,0.25
161119,0.1
161120,0.09
161121,0.14
161122,0.07
161123,0.38
161124,0.04
161125,0.07
161126,0.13
161127,0.07
161128,0.08
161129,0.05
161130,0.77
161131,0.02
161132,0.29
161133,0.24
161134,0.17
161135,0.08
161136,0.09
161137,0.12
161138,0.23
161139,0.34
161140,0.11
161141,0.09
161142,0.24
161143,0.18
161144,0.13
161145,0.24
161146,0.09
161147,0.03
161148,0.65
161149,0.14
161150,0.12
161151,0.13
161152,0.11
161153,0.16
161154,0.29
161155,0.15
161156,0.31
161157,0.43
161158,0.06
161159,0.07
161160,0.09
161161,0.13
161162,0.11
161163,0.11
161164,0.14
161165,0.07
161166,0.24
161167,0.13
161168,0.2
161169,0.01
161170,0.33
161171,0.05
161172,0.19
161173,0.25
161174,0.2
161175,0.01
161176,0.06
161177,0.46
161178,0.1
161179,0.03
161180,0.18
161181,0.34
161182,0.17
161183,0.13
161184,0.1
161185,0.05
161186,0.07
161187,0.11
161188,0.28
161189,0.07
161190,0.7
161191,0.32
161192,0.1
161193,0.29
161194,0.02
161195,0.04
161196,0.13
161197,0.1
161198,0.45
161199,0.23
161200,0.05
161201,0.49
161202,0.07
161203,0.16
161204,0.07
161205,0.1
161206,0.15
161207,0.05
161208,0.24
161209,0.2
161210,0.07
161211,0.24
161212,0.18
161213,0.14
161214,0.07
161215,0.02
161216,0.08
161217,0.04
161218,0.22
161219,0.14
161220,0.75
161221,0.22
161222,0.14
161223,0.01
161224,0.33
161225,0.11
161226,0.2
161227,0.09
161228,0.43
161229,0.01
161230,0.2
161231,0.43
161232,0.36
161233,0.09
161234,0.04
161235,0.26
161236,0.14
161237,0.09
161238,0.27
161239,0.12
161240,0.15
161241,0.3
161242,0.08
161243,0.06
161244,0.01
161245,0.07
161246,0.2
161247,0.12
161248,0.29
161249,0.1
161250,0.08
161251,0.13
161252,0.36
161253,0.23
161254,0.08
161255,0.34
161256,0.11
161257,0.29
161258,0.5
161259,0.01
161260,0.53
161261,0.07
161262,0.18
161263,0.3
161264,0.08
161265,0.46
161266,0.23
161267,0.04
161268,0.07
161269,0.04
161270,0.03
161271,0.32
161272,0.26
161273,0.1
161274,0.15
161275,0.13
161276,0.09
161277,0.18
161278,0.17
161279,0.05
161280,0.2
161281,0.12
161282,0.33
161283,0.37
161284,0.12
161285,0.48
161286,0.14
161287,0.08
161288,0.24
161289,0.08
161290,0.38
161291,0.36
161292,0.13
161293,0.16
161294,0.29
161295,0.22
161296,0.09
161297,0.41
161298,0.12
161299,0.13
161300,0.2
161301,0.19
161302,0.25
161303,0.36
161304,0.13
161305,0.09
161306,0.23
161307,0.28
161308,0.71
161309,0.34
161310,0.08
161311,0.24
161312,0.1
161313,0.08
161314,0.02
161315,0.08
161316,0.05
161317,0.06
161318,0.13
161319,0.54
161320,0.02
161321,0.03
161322,0.03
161323,0.1
161324,0.14
161325,0.21
161326,0.05
161327,0.1
161328,0.31
161329,0.26
161330,0.26
161331,0.07
161332,0.04
161333,0.11
161334,0.24
161335,0.13
161336,0.53
161337,0.1
161338,0.11
161339,0.19
161340,0.02
161341,0.22
161342,0.41
161343,0.11
161344,0.05
161345,0.03
161346,0.26
161347,0.06
161348,0.22
161349,0.7
161350,0.06
161351,0.1
161352,0.06
161353,0.24
161354,0.02
161355,0.06
161356,0.03
161357,0.27
161358,0.03
161359,0.24
161360,0.07
161361,0.16
161362,0.15
161363,0.35
161364,0.32
161365,0.06
161366,0.19
161367,0.03
161368,0.15
161369,0.27
161370,0.09
161371,0.2
161372,0.05
161373,0.2
161374,0.07
161375,0.31
161376,0.04
161377,0.3
161378,0.04
161379,0.04
161380,0.15
161381,0.25
161382,0.19
161383,0.08
161384,0.02
161385,0.04
161386,0.18
161387,0.11
161388,0.19
161389,0.06
161390,0.47
161391,0.12
161392,0.13
161393,0.1
161394,0.15
161395,0.19
161396,0.14
161397,0.01
161398,0.32
161399,0.35
161400,0.16
161401,0.6
161402,0.26
161403,0.24
161404,0.15
161405,0.15
161406,0.21
161407,0.17
161408,0.26
161409,0.18
161410,0.35
161411,0.28
161412,0.05
161413,0.03
161414,0.12
161415,0.15
161416,0.03
161417,0.22
161418,0.19
161419,0.09
161420,0.22
161421,0.11
161422,0.04
161423,0.18
161424,0.01
161425,0.04
161426,0.15
161427,0.11
161428,0.3
161429,0.1
161430,0.24
161431,0.08
161432,0.06
161433,0.17
161434,0.03
161435,0.15
161436,0.19
161437,0.12
161438,0.1
161439,0.01
161440,0.11
161441,0.2
161442,0.21
161443,0.18
161444,0.1
161445,0.14
161446,0.16
161447,0.04
161448,0.13
161449,0.29
161450,0.53
161451,0.07
161452,0.11
161453,0.15
161454,0.1
161455,0.06
161456,0.08
161457,0.24
161458,0.16
161459,0.28
161460,0.14
161461,0.15
161462,0.03
161463,0.1
161464,0.41
161465,0.09
161466,0.23
161467,0.2
161468,0.35
161469,0.23
161470,0.34
161471,0.17
161472,0.2
161473,0.5
161474,0.03
161475,0.3
161476,0.1
161477,0.09
161478,0.02
161479,0.41
161480,0.03
161481,0.08
161482,0.66
161483,0.17
161484,0.35
161485,0.05
161486,0.08
161487,0.04
161488,0.37
161489,0.11
161490,0.31
161491,0.16
161492,0.16
161493,0.43
161494,0.25
161495,0.31
161496,0.03
161497,0.12
161498,0.06
161499,0.21
161500,0.45
161501,0.03
161502,0.03
161503,0.24
161504,0.09
161505,0.59
161506,0.24
161507,0.18
161508,0.1
161509,0.09
161510,0.09
161511,0.3
161512,0.12
161513,0.36
161514,0.04
161515,0.1
161516,0.08
161517,0.46
161518,0.06
161519,0.11
161520,0.16
161521,0.23
161522,0.13
161523,0.3
161524,0.61
161525,0.13
161526,0.06
161527,0.1
161528,0.02
161529,0.08
161530,0.15
161531,0.27
161532,0.09
161533,0.09
161534,0.0
161535,0.17
161536,0.05
161537,0.65
161538,0.06
161539,0.02
161540,0.04
161541,0.03
161542,0.13
161543,0.14
161544,0.07
161545,0.26
161546,0.11
161547,0.17
161548,0.16
161549,0.02
161550,0.33
161551,0.02
161552,0.07
161553,0.04
161554,0.11
161555,0.15
161556,0.07
161557,0.22
161558,0.3
161559,0.02
161560,0.39
161561,0.39
161562,0.18
161563,0.2
161564,0.13
161565,0.03
161566,0.15
161567,0.25
161568,0.14
161569,0.39
161570,0.34
161571,0.12
161572,0.18
161573,0.08
161574,0.42
161575,0.09
161576,0.19
161577,0.25
161578,0.07
161579,0.47
161580,0.1
161581,0.15
161582,0.01
161583,0.14
161584,0.1
161585,0.12
161586,0.03
161587,0.0
161588,0.04
161589,0.06
161590,0.14
161591,0.09
161592,0.08
161593,0.08
161594,0.12
161595,0.06
161596,0.17
161597,0.25
161598,0.08
161599,0.15
161600,0.14
161601,0.04
161602,0.1
161603,0.01
161604,0.13
161605,0.11
161606,0.09
161607,0.09
161608,0.08
161609,0.09
161610,0.42
161611,0.09
161612,0.44
161613,0.19
161614,0.38
161615,0.39
161616,0.23
161617,0.3
161618,0.18
161619,0.02
161620,0.26
161621,0.33
161622,0.2
161623,0.31
161624,0.08
161625,0.38
161626,0.24
161627,0.28
161628,0.32
161629,0.11
161630,0.44
161631,0.18
161632,0.1
161633,0.22
161634,0.09
161635,0.12
161636,0.5
161637,0.27
161638,0.16
161639,0.4
161640,0.19
161641,0.41
161642,0.11
161643,0.14
161644,0.1
161645,0.1
161646,0.28
161647,0.4
161648,0.26
161649,0.05
161650,0.23
161651,0.24
161652,0.13
161653,0.28
161654,0.13
161655,0.04
161656,0.28
161657,0.34
161658,0.05
161659,0.09
161660,0.06
161661,0.08
161662,0.11
161663,0.08
161664,0.21
161665,0.16
161666,0.42
161667,0.11
161668,0.13
161669,0.45
161670,0.08
161671,0.07
161672,0.29
161673,0.13
161674,0.05
161675,0.18
161676,0.05
161677,0.06
161678,0.02
161679,0.2
161680,0.3
161681,0.17
161682,0.07
161683,0.05
161684,0.03
161685,0.16
161686,0.15
161687,0.23
161688,0.04
161689,0.1
161690,0.07
161691,0.32
161692,0.07
161693,0.0
161694,0.2
161695,0.06
161696,0.14
161697,0.02
161698,0.04
161699,0.03
161700,0.2
161701,0.12
161702,0.31
161703,0.04
161704,0.13
161705,0.37
161706,0.08
161707,0.13
161708,0.13
161709,0.07
161710,0.19
161711,0.09
161712,0.07
161713,0.27
161714,0.19
161715,0.15
161716,0.13
161717,0.02
161718,0.1
161719,0.03
161720,0.04
161721,0.05
161722,0.19
161723,0.12
161724,0.24
161725,0.1
161726,0.19
161727,0.17
161728,0.27
161729,0.14
161730,0.18
161731,0.04
161732,0.09
161733,0.11
161734,0.2
161735,0.22
161736,0.13
161737,0.13
161738,0.12
161739,0.25
161740,0.09
161741,0.25
161742,0.14
161743,0.15
161744,0.17
161745,0.24
161746,0.16
161747,0.1
161748,0.07
161749,0.09
161750,0.15
161751,0.12
161752,0.11
161753,0.48
161754,0.14
161755,0.12
161756,0.06
161757,0.12
161758,0.03
161759,0.02
161760,0.14
161761,0.06
161762,0.12
161763,0.1
161764,0.32
161765,0.22
161766,0.11
161767,0.13
161768,0.18
161769,0.17
161770,0.18
161771,0.07
161772,0.19
161773,0.13
161774,0.09
161775,0.16
161776,0.09
161777,0.03
161778,0.15
161779,0.17
161780,0.09
161781,0.06
161782,0.36
161783,0.06
161784,0.08
161785,0.15
161786,0.04
161787,0.05
161788,0.35
161789,0.18
161790,0.09
161791,0.11
161792,0.16
161793,0.2
161794,0.12
161795,0.17
161796,0.18
161797,0.33
161798,0.32
161799,0.03
161800,0.16
161801,0.25
161802,0.54
161803,0.13
161804,0.22
161805,0.18
161806,0.03
161807,0.23
161808,0.19
161809,0.26
161810,0.39
161811,0.04
161812,0.26
161813,0.03
161814,0.14
161815,0.14
161816,0.42
161817,0.03
161818,0.11
161819,0.19
161820,0.15
161821,0.08
161822,0.21
161823,0.04
161824,0.1
161825,0.07
161826,0.23
161827,0.06
161828,0.02
161829,0.32
161830,0.01
161831,0.16
161832,0.01
161833,0.16
161834,0.4
161835,0.25
161836,0.19
161837,0.1
161838,0.31
161839,0.05
161840,0.1
161841,0.27
161842,0.12
161843,0.12
161844,0.07
161845,0.36
161846,0.39
161847,0.18
161848,0.24
161849,0.08
161850,0.1
161851,0.15
161852,0.07
161853,0.02
161854,0.33
161855,0.11
161856,0.3
161857,0.07
161858,0.15
161859,0.19
161860,0.24
161861,0.15
161862,0.19
161863,0.24
161864,0.03
161865,0.2
161866,0.13
161867,0.2
161868,0.06
161869,0.16
161870,0.06
161871,0.2
161872,0.21
161873,0.08
161874,0.11
161875,0.41
161876,0.09
161877,0.54
161878,0.12
161879,0.13
161880,0.39
161881,0.43
161882,0.13
161883,0.14
161884,0.07
161885,0.03
161886,0.2
161887,0.17
161888,0.28
161889,0.05
161890,0.11
161891,0.09
161892,0.14
161893,0.11
161894,0.3
161895,0.05
161896,0.29
161897,0.07
161898,0.1
161899,0.11
161900,0.02
161901,0.51
161902,0.3
161903,0.15
161904,0.08
161905,0.08
161906,0.09
161907,0.15
161908,0.13
161909,0.29
161910,0.08
161911,0.11
161912,0.02
161913,0.08
161914,0.02
161915,0.35
161916,0.14
161917,0.33
161918,0.13
161919,0.08
161920,0.08
161921,0.28
161922,0.44
161923,0.12
161924,0.14
161925,0.16
161926,0.04
161927,0.06
161928,0.05
161929,0.03
161930,0.1
161931,0.07
161932,0.43
161933,0.3
161934,0.13
161935,0.04
161936,0.21
161937,0.29
161938,0.07
161939,0.04
161940,0.1
161941,0.09
161942,0.15
161943,0.1
161944,0.11
161945,0.01
161946,0.35
161947,0.19
161948,0.13
161949,0.06
161950,0.1
161951,0.13
161952,0.5
161953,0.1
161954,0.06
161955,0.19
161956,0.18
161957,0.15
161958,0.04
161959,0.52
161960,0.51
161961,0.28
161962,0.06
161963,0.04
161964,0.14
161965,0.01
161966,0.07
161967,0.12
161968,0.07
161969,0.4
161970,0.13
161971,0.0
161972,0.08
161973,0.09
161974,0.34
161975,0.35
161976,0.13
161977,0.14
161978,0.24
161979,0.43
161980,0.26
161981,0.28
161982,0.27
161983,0.48
161984,0.15
161985,0.16
161986,0.22
161987,0.1
161988,0.38
161989,0.02
161990,0.16
161991,0.3
161992,0.08
161993,0.42
161994,0.23
161995,0.48
161996,0.19
161997,0.16
161998,0.46
161999,0.08
162000,0.13
162001,0.29
162002,0.06
162003,0.04
162004,0.09
162005,0.43
162006,0.36
162007,0.13
162008,0.38
162009,0.12
162010,0.12
162011,0.04
162012,0.53
162013,0.16
162014,0.02
162015,0.07
162016,0.01
162017,0.26
162018,0.15
162019,0.06
162020,0.2
162021,0.04
162022,0.1
162023,0.21
162024,0.02
162025,0.26
162026,0.04
162027,0.46
162028,0.4
162029,0.04
162030,0.03
162031,0.25
162032,0.04
162033,0.02
162034,0.15
162035,0.14
162036,0.14
162037,0.04
162038,0.17
162039,0.13
162040,0.29
162041,0.06
162042,0.02
162043,0.15
162044,0.15
162045,0.2
162046,0.11
162047,0.24
162048,0.17
162049,0.2
162050,0.29
162051,0.06
162052,0.14
162053,0.21
162054,0.14
162055,0.4
162056,0.16
162057,0.42
162058,0.23
162059,0.01
162060,0.09
162061,0.04
162062,0.08
162063,0.22
162064,0.03
162065,0.1
162066,0.56
162067,0.09
162068,0.48
162069,0.09
162070,0.18
162071,0.28
162072,0.15
162073,0.07
162074,0.05
162075,0.31
